playerId,name,category,best_fit_role,raw_best_fit_role
105371,R. Rotan,md,cm,cm
89571,R. Ruidíaz,fw,lw,lam
21025,R. Saponara,md,cam,cam
26226,R. Saïss,md,rcm,rb
8731,R. Shawcross,df,cb,cdm
101568,R. Shirokov,md,cam,cam
55983,R. Sigurðsson,df,cb,cb
20623,R. Soriano,md,cam,cam
342088,R. Souici,df,lb,lcm
217052,R. Steffen,md,cm,cm
11066,R. Sterling,fw,st,cam
139075,R. Tapia,md,cdm,cdm
29474,R. Thomas,df,rb,rb
91263,R. Torres,df,lb,lb
3309,R. Varane,df,lb,lcm
25384,R. Vercoutre,gk,gk,cb
59126,R. Wallace,md,ram,rw
149053,R. Walter,md,cm,cm
14794,R. Weidenfeller,gk,gk,cb
361214,R. Zekhnini,fw,rw,ram
222798,R. Zentner,gk,gk,cb
15032,R. Zieler,gk,gk,cb
103682,R. Zobnin,md,cm,cm
105380,R. Zozulya,fw,st,cam
65207,R. Zulj,md,cam,cam
213948,R. de Paul,md,cam,cam
365441,R. van Drongelen,df,rb,rb
173,R. van La Parra,md,ram,ram
20523,R. Álvarez,md,cam,cam
16411,R. Özcan,gk,gk,cb
247212,Rafa Navarro,df,lb,lcm
222676,Rafa Silva,md,ram,rw
7920,Rafael,df,lb,lcm
21299,Rafael,gk,gk,cb
41034,Rafael Tolói,df,lb,lcm
15107,Raffael,fw,st,cam
14718,Rafinha,df,cb,cm
3344,Rafinha,md,cam,cam
332605,Ramadan Sobhi,md,ram,ram
3407,Ramalho,df,lb,lb
86325,Ramiro Funes Mori,df,rb,rb
3642,Ramis,df,cb,cdm
28907,Raphaël Guerreiro,df,rb,rcm
3398,Raúl Fernández,gk,gk,cb
3503,Raúl García,md,cam,cam
6513,Raúl García,df,rb,rb
4350,Raúl Lizoáin,gk,gk,cb
3828,Raúl Navas,df,cb,cdm
3568,Recio,md,cm,cm
14785,Renato Augusto,md,ram,ram
258162,Renato Sanches,md,cam,cam
3307,Ricardo Carvalho,df,rb,rcm
70381,Ricardo Pereira,df,lb,lam
32597,Ricardo Quaresma,fw,lw,lam
377071,Richarlison,fw,rw,ram
410055,Rober,df,cb,cdm
3719,Roberto,gk,gk,cb
15808,Roberto Firmino,fw,st,cam
364860,Rodri,md,cdm,cdm
70129,Rodrigo,fw,st,cam
208694,Rodrigo Ely,df,cb,cdm
3937,Roger,fw,st,cam
403449,Rogério,df,rb,rcm
70088,Rolando,df,rb,rb
135913,Rony Lopes,md,cam,cam
4365,Roque Mesa,md,cm,cm
3554,Rubén,gk,gk,cb
3822,Rubén Blanco,gk,gk,cb
3604,Rubén Castro,fw,rw,cam
225022,Rubén Duarte,df,rb,rcm
3677,Rubén Pardo,md,rcm,rcm
225948,Rubén Peña,md,lcm,lcm
4013,Rubén Pérez,md,cdm,cdm
8213,Rubén Rochina,md,lam,lam
134249,Rubén Sobrino,fw,lw,cam
70134,Rui Patrício,gk,gk,cb
20949,Ryder Matos,fw,rw,cam
20935,Rômulo,md,lcm,lcm
70956,Rúben Semedo,df,cb,cdm
211853,Rúben Vezo,df,cb,cdm
8325,S. Agüero,fw,st,cam
391603,S. Ambrosius,df,lb,lb
285590,S. Amrabat,md,lam,lam
86200,S. Araújo,fw,st,st
11294,S. Arfield,md,ram,ram
70136,S. Arias,df,lb,lcm
658,S. Armenteros,fw,st,cam
413737,S. Ascacíbar,md,cm,cm
493725,S. Asta,df,lb,lcm
25785,S. Aurier,df,lb,lcm
79006,S. Azmoun,fw,rw,cam
25673,S. Bahoken,fw,st,cam
8566,S. Baldock,fw,rw,ram
26378,S. Baradji,md,rcm,rcm
278813,S. Bastien,md,lcm,lcm
15178,S. Bell,df,cb,cdm
10014,S. Ben Youssef,df,cb,cb
14803,S. Bender,df,rb,rcm
9532,S. Berahino,fw,st,cam
215983,S. Boufal,md,ram,ram
224206,S. Byram,df,lb,lcm
20403,S. Calvano,md,cm,cm
26008,S. Camara,fw,st,cam
8688,S. Church,fw,rw,ram
64067,S. Cikalleshi,fw,rw,cam
54313,S. Ciss,df,rb,rcm
10252,S. Clucas,md,rcm,rcm
7954,S. Coates,df,lb,lb
8240,S. Coleman,df,lb,lcm
9277,S. Cook,df,cb,cdm
25452,S. Corchia,df,lb,lcm
233855,S. Coulibaly,df,cb,cam
116170,S. Cristóforo,md,cm,cm
354997,S. Córdova,fw,st,cam
80019,S. Dallas,md,ram,ram
8186,S. Dann,df,cb,cdm
93044,S. Darbion,md,ram,ram
61988,S. Davis,md,cm,cm
20707,S. De Maio,df,cb,cdm
70092,S. Defour,md,cm,cm
8242,S. Duffy,df,cb,cdm
354552,S. Edera,fw,lw,lam
20418,S. El Shaarawy,fw,rw,ram
241647,S. Ezatolahi,md,cdm,cdm
26021,S. Falette,df,rb,rb
7979,S. Ferguson,md,rcm,rcm
434159,S. Field,md,rcm,rcm
84367,S. Filip,df,rb,rcm
20503,S. Floccari,fw,rw,cam
134508,S. Fofana,md,cm,cm
9279,S. Francis,df,lb,lcm
38095,S. Gakpé,fw,lw,lam
50072,S. Gashi,md,lam,lam
26336,S. Gentiletti,df,rb,rcm
53562,S. Ghoddos,fw,rw,ram
134397,S. Gnabry,md,cam,cam
295761,S. Grandsir,fw,lw,cam
263490,S. Guirassy,fw,rw,cam
252473,S. Gustafson,md,cm,cm
25512,S. Haller,fw,st,cam
20571,S. Handanovič,gk,gk,cb
101583,S. Ignashevich,df,cb,cdm
65027,S. Ilsanker,md,lcm,lcm
57347,S. Ingason,df,cb,cb
347593,S. Ingelsson,md,cam,cam
8017,S. Ireland,md,cm,cm
278867,S. Janko,df,lb,lcm
20948,S. Jovetić,fw,st,cam
15244,S. Jung,df,lb,lb
14816,S. Kagawa,md,cam,cam
297258,S. Kaikai,md,ram,rw
7904,S. Kalou,fw,rw,ram
26668,S. Khalifa,fw,rw,ram
275243,S. Khaoui,md,cam,cam
3318,S. Khedira,md,lcm,lcm
14788,S. Kießling,fw,st,st
20433,S. Kjær,df,cb,cdm
274345,S. Koita,fw,rw,cam
14869,S. Kolašinac,df,rb,ram
15771,S. Langkamp,df,cb,cdm
8529,S. Larsson,md,lcm,lcm
20465,S. Lichtsteiner,df,lb,lcm
368340,S. Lo Faso,fw,lw,lam
167641,S. Lobotka,md,cm,cm
8384,S. Long,fw,st,cam
237269,S. Lukić,md,cdm,cdm
20561,S. Lulić,md,rcm,rcm
15225,S. Maier,md,rcm,rcm
9280,S. Malone,df,rb,rcm
25552,S. Mandanda,gk,gk,cb
25747,S. Mané,fw,rw,ram
247248,S. March,md,rcm,rcm
297733,S. McQueen,md,rcm,rcm
397174,S. McTominay,md,lcm,lcm
14932,S. Medojević,md,lcm,lcm
90880,S. Mendoza,fw,rw,cam
25504,S. Meïté,md,rcm,rcm
402898,S. Miangue,df,rb,rcm
8514,S. Mignolet,gk,gk,cb
265865,S. Milinković-Savić,md,ram,ram
22163,S. Missiroli,md,lcm,lcm
259524,S. Moore,df,lb,lcm
11270,S. Morsy,md,rcm,rcm
214654,S. Mounié,fw,st,cam
299154,S. Moutoussamy,md,cm,cm
20410,S. Muntari,md,rcm,rcm
20612,S. Mustafi,df,cb,cdm
8200,S. N'Zonzi,md,cm,cm
28073,S. Ngom,fw,lw,cam
397030,S. Nsoki,df,rb,rb
20505,S. Okaka,fw,st,cam
14763,S. Okazaki,fw,st,cam
349102,S. Omeonga,md,lcm,lcm
20472,S. Padoin,md,rcm,rcm
364640,S. Palombi,fw,lw,lam
14687,S. Papastathopoulos,df,lb,lcm
18728,S. Parker,fw,rw,ram
38015,S. Peeters,md,rcm,rcm
20662,S. Pellissier,fw,st,cam
234533,S. Perica,fw,st,cam
15282,S. Peszko,md,ram,ram
364641,S. Pontisso,md,rcm,rcm
282799,S. Posch,df,cb,cdm
25470,S. Prcić,md,cm,cm
25479,S. Privat,fw,rw,rw
14688,S. Prödl,df,cb,cdm
8658,S. Quinn,md,lam,lw
21373,S. Romagnoli,df,cb,cdm
20606,S. Romero,gk,gk,gk
3577,S. Rondón,fw,st,cam
15811,S. Rudy,md,cm,cm
25845,S. Ruffier,gk,gk,cb
15812,S. Salihović,md,cam,cam
564512,S. Sanogo,fw,st,cam
26115,S. Sané,df,cb,cdm
8311,S. Savić,df,lb,cdm
15821,S. Schipplock,fw,st,cam
239288,S. Scuffet,gk,gk,cb
246063,S. Sensi,md,cm,cm
302600,S. Serdar,md,cam,cam
8533,S. Sessègnon,md,cam,cam
137048,S. Simič,df,lb,cdm
25421,S. Sirigu,gk,gk,cb
20633,S. Sorrentino,gk,gk,cb
26373,S. Souprayen,df,rb,rb
21290,S. Sturaro,md,lcm,lcm
344927,S. Sy,gk,gk,cb
105503,S. Sydorchuk,md,lcm,lcm
134911,S. Tarashaj,fw,rw,ram
20690,S. Taïder,md,cm,cm
16094,S. Terodde,fw,st,cam
14736,S. Ulreich,gk,gk,cb
350992,S. Umar,fw,st,cam
25397,S. Umtiti,df,rb,rcm
21123,S. Verdi,fw,lw,cam
9127,S. Vokes,fw,st,cam
170738,S. Väisänen,df,cb,cdm
15085,S. Wagner,fw,rw,cam
8433,S. Ward,df,rb,rcm
50069,S. Widmer,df,lb,lcm
25791,S. Yago,df,lb,lcm
22202,S. Zaza,fw,lw,cam
15543,S. Zoller,fw,rw,cam
49997,S. Zuber,md,rcm,rcm
130,S. de Vrij,df,cb,cdm
356903,S. Özcan,md,cm,cm
32656,S. İnan,md,cdm,cdm
32803,S. Šesták,fw,st,st
167119,Sabin Merino,fw,rw,cam
3408,Saborit,df,rb,rcm
122832,Salem Al Dawsari,md,ram,ram
122847,Salman Al Faraj,md,rcm,rcm
248950,Samir,df,rb,rb
134174,Samu Castillejo,md,lam,lam
275293,Samu García,md,cam,cam
3409,San José,md,cm,cm
5911,Sandro,fw,rw,cam
8291,Sandro,md,cdm,cdm
250885,Santi Mina,fw,rw,cam
4488,Saúl,md,rcm,rcm
209567,Se-Jong Ju,md,cdm,cdm
51625,Seon-Min Moon,md,cam,cam
6363,Serantes,gk,gk,cb
3803,Sergi Darder,md,cm,cm
4048,Sergi Enrich,fw,st,cam
3338,Sergi Gómez,df,cb,cdm
3347,Sergi Roberto,df,lb,lam
5907,Sergi Samper,md,lcm,lcm
485794,Sergio Arribas,md,rcm,rcm
3428,Sergio Asenjo,gk,gk,cb
3346,Sergio Busquets,md,cm,cm
14852,Sergio Escudero,df,rb,rcm
3816,Sergio García,fw,st,cam
472696,Sergio Gómez,md,lam,lam
5268,Sergio León,fw,st,cam
4593,Sergio Mora,md,cm,cm
3496,Sergio Postigo,df,cb,cdm
3306,Sergio Ramos,df,rb,rcm
3458,Sergio Rico,gk,gk,cb
3562,Sergio Sánchez,df,lb,lcm
3821,Sergio Álvarez,gk,gk,cb
107548,Shin-Wook Kim,fw,rw,cam
32577,Sidnei,df,rb,cdm
72397,Simy,fw,st,cam
43196,Somália,md,lam,lam
14911,Son Heung-Min,fw,rw,cam
270306,Steven Fortès,df,rb,rcm
382,Suk Hyun-Jun,fw,st,cam
61962,Sung-Yeung Ki,md,cm,cm
3420,Susaeta,md,cam,cam
11063,Suso,fw,lw,lam
343951,T. Abraham,fw,lw,cam
36,T. Alderweireld,df,lb,lcm
346101,T. Alexander-Arnold,df,lb,lcm
254649,T. Asano,fw,lw,lam
28291,T. Bakayoko,md,rcm,rcm
235597,T. Baumgartl,df,cb,cdm
8247,T. Cahill,fw,st,st
399514,T. Campbell,fw,lw,cam
499295,T. Carrique,df,lb,lam
8976,T. Carroll,md,rcm,rcm
263803,T. Castagne,df,lb,lcm
15139,T. Chandler,df,cb,cm
99661,T. Cionek,df,lb,lb
7929,T. Cleverley,md,cm,cm
3429,T. Courtois,gk,gk,cb
353236,T. Davies,md,cam,cam
8903,T. Deeney,fw,rw,cam
55990,T. Delaney,md,rcm,rcm
229110,T. Didillon,gk,gk,cb
149062,T. Dingomé,md,rcm,rcm
332821,T. Ebuehi,df,rb,ram
447812,T. Edwards,df,lb,lb
397168,T. Fosu-Mensah,df,lb,lcm
82340,T. Gebre Selassie,df,lb,lcm
25941,T. Giresse,md,lam,lam
356928,T. Handwerker,df,rb,rcm
25622,T. Hazard,fw,rw,cam
77502,T. Heaton,gk,gk,cb
3657,T. Hemed,fw,rw,cam
344132,T. Hernández,df,rb,rcm
25878,T. Heurtaux,df,cb,cb
15265,T. Horn,gk,gk,cb
101555,T. Hubočan,df,rb,rb
272435,T. Hübers,df,lb,lcm
9419,T. Ince,md,cam,cam
14836,T. Inui,md,ram,ram
391606,T. Ito,md,cam,cam
15019,T. Jantschke,df,lb,lcm
212604,T. Jedvaj,df,cb,lcm
99462,T. Jodłowiec,md,rcm,rcm
69978,T. Jurić,fw,lw,cam
235606,T. Kehrer,df,cb,cdm
228765,T. Kleindienst,fw,st,cam
337656,T. Knöll,fw,lw,lam
132,T. Kongolo,df,rb,rcm
82690,T. Koubek,gk,gk,cb
15090,T. Kraft,gk,gk,cb
14723,T. Kroos,md,ram,ram
7980,T. Kádár,df,rb,rcm
28922,T. Lemar,md,ram,ram
221047,T. Letschert,df,lb,lb
94630,T. Makino,df,rb,rb
26120,T. Mangani,md,rcm,rcm
37824,T. Meunier,df,lb,lam
239411,T. Mings,df,rb,rb
25492,T. Monconduit,md,cm,cm
25439,T. Motta,md,cm,cm
14732,T. Müller,fw,lw,lam
294695,T. Ndombèlé,md,cm,cm
101607,T. Necid,fw,st,cam
27958,T. Pellenard,df,rb,rcm
102382,T. Priskin,fw,st,cam
14903,T. Rincón,md,cm,cm
61407,T. Rogić,md,cam,cam
7871,T. Rosický,md,cm,cm
61395,T. Sainsbury,df,lb,lcm
15061,T. Sippel,gk,gk,cb
32582,T. Sivok,df,lb,cdm
11078,T. Smith,df,lb,lcm
15797,T. Starke,gk,gk,cb
399576,T. Stavitski,md,lam,lam
105341,T. Stepanenko,md,rcm,rcm
166534,T. Strakosha,gk,gk,cb
15813,T. Strobl,md,cm,cm
97555,T. Tawatha,df,rb,rcm
27959,T. Touré,fw,rw,cam
14730,T. Usami,fw,rw,ram
7860,T. Vermaelen,df,rb,rb
7879,T. Walcott,fw,lw,lam
471774,T. Weah,fw,st,cam
173214,T. Werner,fw,st,cam
49981,T. Xhaka,md,cam,cam
122577,Taisir Al Jassim,md,lcm,lcm
4969,Tana,md,cam,cam
437417,Tarek Hamed,md,rcm,rcm
3345,Thiago Alcântara,md,cam,cam
257750,Thiago Maia,md,rcm,rcm
41056,Thiago Mendes,md,cam,cam
20394,Thiago Silva,df,cb,cdm
217031,Thomas,md,lcm,lcm
3510,Timor,md,rcm,rcm
4326,Tito,df,lb,lcm
3650,Tomás Pina,md,cm,cm
326535,Toni Lato,df,rb,rcm
367391,Toni Moya,md,lcm,lb
3663,Toño,gk,gk,cb
5383,Toño,df,rb,rcm
3542,Trigueros,md,rcm,rcm
220112,Trézéguet,md,ram,ram
329202,U. Garcia,df,rb,rcm
15301,U. Hünemeier,df,cb,cdm
344068,Unai Núñez,df,lb,lcm
237836,V. Amiri,md,rcm,rcm
32923,V. Babacan,gk,gk,cb
20938,V. Behrami,md,cdm,cdm
22552,V. Belec,gk,gk,cb
101581,V. Berezutski,df,cb,cdm
25532,V. Bessat,md,rcm,rcm
21291,V. Birsa,md,cam,cam
83575,V. Chiricheș,df,cb,cdm
51144,V. Claesson,md,lcm,lcm
82518,V. Darida,md,cm,cm
149076,V. Eysseric,md,cam,cam
1722,V. Fischer,fw,rw,ram
134494,V. Germain,fw,lw,cam
101682,V. Granat,df,cb,rcm
221452,V. Grifo,md,ram,ram
14762,V. Ibišević,fw,st,cam
444439,V. Janjičić,md,cm,cm
269676,V. Janssen,fw,rw,rb
258263,V. Jovanović,df,cb,cdm
8307,V. Kompany,df,cb,cdm
241566,V. Kovalenko,md,cam,cam
279734,V. Koziello,md,cm,cm
22313,V. Laurini,df,lb,lcm
208652,V. Lazaro,md,cam,cam
71703,V. Lindelöf,df,cb,cdm
26265,V. Manceau,df,lb,lcm
421809,V. Marcel,md,ram,ram
283062,V. Milinković-Savić,gk,gk,cb
8625,V. Moses,md,lam,lam
25467,V. Nogueira,md,cdm,cdm
403273,V. Osimhen,fw,lw,cam
25650,V. Pajot,md,cm,cm
239295,V. Parigini,fw,rw,ram
104867,V. Pečovský,md,cdm,cdm
21004,V. Regini,df,rb,rcm
260002,V. Rongier,md,cam,cam
393214,V. Rosier,df,cb,lcm
49921,V. Rüfli,df,rb,ram
366563,V. Selimovic,df,lb,lb
105331,V. Shevchuk,df,rb,ram
373636,V. Sierro,md,cam,cam
49873,V. Stocker,md,cam,cam
127671,V. Stojković,gk,gk,cb
406156,V. Thill,md,cam,cam
92908,V. Torosidis,df,lb,lcm
276920,V. Vada,md,lcm,lcm
20446,V. Verre,md,cam,cam
61967,V. Wanyama,md,cm,cm
3813,V. Weiss,fw,rw,ram
370,V. van Dijk,df,cb,cdm
14771,V. Ćorluka,df,lb,lb
32566,V. Şen,md,ram,ram
351851,Vagner,md,cam,cam
286963,Vesga,md,cm,cm
4363,Vicente Gómez,md,cm,cm
3928,Vicente Iborra,md,cm,cm
14940,Vieirinha,md,lam,lam
4375,Vitolo,md,ram,ram
44510,Vitor Hugo,df,cb,cdm
247219,Víctor Camarasa,md,cam,cam
404285,Víctor López,df,lb,lam
3277,Víctor Ruíz,df,rb,rb
3797,Víctor Sánchez,md,lcm,lcm
272434,W. Anton,df,cb,cdm
246928,W. Barrios,md,cdm,cdm
25795,W. Ben Yedder,fw,st,cam
86745,W. Benítez,gk,gk,cb
471,W. Bony,fw,lw,cam
3551,W. Caballero,gk,gk,cb
139080,W. Cartagena,md,cdm,cdm
228983,W. Cyprien,md,cdm,cdm
497355,W. Geubbels,fw,lw,lam
8425,W. Hennessey,gk,gk,cb
268776,W. Hoedt,df,rb,rcm
8346,W. Hoolahan,md,cam,cam
8981,W. Hughes,md,lam,lam
347205,W. Kanga,fw,st,cam
25776,W. Khazri,md,cam,cam
14744,W. Kvist,md,lcm,lcm
26024,W. Lautoa,df,cb,cdm
471348,W. McKennie,md,cm,cm
253551,W. Montoya,md,lam,lam
8488,W. Morgan,df,cb,cdm
265366,W. Ndidi,md,lcm,lcm
15069,W. Orban,df,cb,cdm
8553,W. Reid,df,cb,cdm
7944,W. Rooney,fw,rw,cam
77557,W. Routledge,md,cam,cam
149054,W. Saïd,fw,lw,cam
20531,W. Sneijder,md,ram,ram
7849,W. Szczęsny,gk,gk,cb
11093,W. Troost-Ekong,df,cb,cdm
8422,W. Zaha,md,ram,ram
327009,Walace,md,rcm,rcm
260250,Wallace,df,cb,cdm
40657,Wendell,df,rb,rcm
343685,William,df,rb,rcm
37762,William Carvalho,md,cm,cm
105333,Willian,md,lam,lam
40770,Willian José,fw,rw,ram
95490,Woo-Young Jung,md,cdm,cdm
49872,X. Shaqiri,md,lam,lam
3678,Xabi Prieto,md,lam,lam
273819,Xeka,md,cm,cm
390613,Xesc Regis,fw,lw,lcm
4272,Ximo Navarro,df,cb,cdm
472194,Y. Adli,md,rcm,rcm
25846,Y. Andreu,df,rb,rcm
493412,Y. Armougom,df,rb,ram
289359,Y. Aït Bennasser,md,cm,cm
229697,Y. Bammou,fw,rw,cam
25998,Y. Belhanda,md,lcm,lcm
21333,Y. Benalouane,df,lb,lcm
28122,Y. Benzia,fw,rw,cam
520617,Y. Bisseck,df,lb,lb
413582,Y. Bissouma,md,lcm,lcm
229140,Y. Bodiger,md,cam,cam
9194,Y. Bolasie,md,ram,ram
120631,Y. Bounou,gk,gk,cb
241077,Y. Bárcenas,md,lam,lam
7988,Y. Cabaye,md,cm,cm
25764,Y. Cahuzac,md,cdm,cdm
214609,Y. Cardinale,gk,gk,cb
134769,Y. Carrasco,fw,rw,ram
37714,Y. El Ghanassy,md,cam,cam
447821,Y. En-Nesyri,fw,rw,cam
102157,Y. Gazinskiy,md,cm,cm
228639,Y. Gerhardt,df,rb,rcm
25406,Y. Gourcuff,md,cam,cam
26033,Y. Jouffre,md,lam,lam
8272,Y. Kaboul,df,cb,cdm
352993,Y. Karamoh,fw,lw,lam
105378,Y. Konoplyanka,md,ram,ram
25649,Y. M'Vila,md,rcm,rcm
15191,Y. Mallı,md,ram,ram
331763,Y. Meriah,df,rb,rb
256634,Y. Mina,df,cb,cdm
94764,Y. Muto,fw,rw,cam
49883,Y. Mvogo,gk,gk,cb
25741,Y. N'Gbakoto,fw,st,cam
20517,Y. Nagatomo,df,rb,rcm
25781,Y. Pelé,gk,gk,cb
56274,Y. Poulsen,fw,lw,cam
105329,Y. Rakitskiy,df,rb,rb
25871,Y. Ravet,md,lam,lam
28529,Y. Sabaly,df,lb,lcm
26604,Y. Salibur,md,lam,lam
339964,Y. Salmier,df,cb,cb
26389,Y. Sankharé,md,rcm,rcm
25517,Y. Sanogo,fw,st,cam
105344,Y. Seleznyov,fw,lw,cam
49855,Y. Sommer,gk,gk,cb
125268,Y. Tejeda,md,rcm,rb
263802,Y. Tielemans,md,lcm,lcm
8324,Y. Touré,md,cam,cam
114723,Y. Yotún,md,rcm,rcm
101857,Y. Zhirkov,md,rcm,rcm
94831,Y. Ōsako,fw,st,cam
122888,Yahya Al Shehri,md,lam,lam
122940,Yasir Al Shahrani,df,rb,rcm
122562,Yasser Al Mosailem,gk,gk,cb
230857,Yeray,df,lb,lcm
107623,Yo-Han Go,md,rcm,rcm
3823,Yoel,gk,gk,cb
107529,Yong Lee,df,lb,lcm
95200,Young-Gwon Kim,df,rb,rb
107424,Young-Sun Yun,df,cb,cb
4452,Yuri Berchiche,df,rb,ram
239843,Z. Bakkali,fw,rw,ram
3791,Z. Feddal,df,rb,rb
8372,Z. Gera,md,cm,cm
20420,Z. Ibrahimović,fw,st,cam
14696,Z. Junuzović,md,cam,cam
14757,Z. Kuzmanović,md,cm,cm
288423,Z. Machach,md,lam,lam
15196,Z. Stieber,md,ram,ram
482491,Z. Youssouf,md,lam,lam
6281,Zaldúa,df,lb,lcm
395114,Zubeldía,md,cm,cm
3680,Zurutuza,md,rcm,rcm
77541,Àngel Rangel,df,lb,lam
254408,Á. Correa,fw,lw,lam
33082,Á. Elek,md,lcm,lcm
76201,Á. Lang,df,cb,cdm
299557,Á. Nagy,md,rcm,rcm
3725,Á. Pintér,md,cam,cam
15200,Á. Szalai,fw,st,cam
3314,Á. di María,md,cam,cam
6914,Álex Alegría,fw,st,cam
339791,Álex Berenguer,fw,rw,ram
214062,Álex Granell,md,rcm,rcm
485383,Álex Mula,md,cam,cam
3695,Álvaro González,df,cb,cdm
278383,Álvaro Jiménez,md,lam,lam
3324,Álvaro Morata,fw,st,cam
4131,Ángel,fw,st,cam
3280,É. Banega,md,cm,cm
20816,É. Barreto,md,lam,lam
25800,É. Didot,md,cm,cm
114762,É. Flores,md,rcm,rcm
70410,Éder,fw,lw,cam
3671,Íñigo Martínez,df,rb,rcm
125250,Ó. Duarte,df,cb,cdm
450784,Óscar Melendo,md,cam,cam
114055,Óscar Romero,md,lcm,lcm
14778,Ö. Toprak,df,cb,rcm
14808,İ. Gündoğan,md,cam,cam
32580,İ. Köybaşı,df,rb,rcm
352722,Ľ. Tupta,fw,lw,lcm
7847,Ł. Fabiański,gk,gk,cb
14798,Ł. Piszczek,df,lb,lcm
99430,Ł. Skorupski,gk,gk,cb
99479,Ł. Teodorczyk,fw,st,st
20550,Ş. Radu,df,rb,rb
69409,Š. Vrsaljko,df,lb,lcm
